date,open,high,low,close,adjclose,volume
2013-04-10,52.03666671117147,52.88833427429199,51.9383347829183,52.64666779836019,42.747199376424156,33122983.333333332
2013-04-11,52.658334255218506,53.10166549682617,52.20833428700765,52.55000114440918,42.666158517201744,33238516.666666668
2013-04-12,52.154999097188316,52.64833450317383,51.621665954589844,52.35166517893473,42.51133473714193,35940650.0
2013-04-15,52.366666316986084,53.17833264668783,51.36333386103312,51.5483341217041,41.862119833628334,52655533.333333336
2013-04-16,52.21833403905233,52.528332233428955,50.93000030517578,51.74000151952108,41.99962695439657,43700683.333333336
2013-04-17,51.251668294270836,51.45333449045817,49.67666737238566,50.476668198903404,40.973424116770424,83123950.0
2013-04-18,50.364999294281006,50.62333234151205,49.34499899546305,49.725000858306885,40.35719680786133,57935083.333333336
2013-04-19,50.03999980290731,50.29166587193807,49.556667963663735,49.984999656677246,40.55977821350098,34980383.333333336
2013-04-22,50.11166636149088,50.348334312438965,49.529999097188316,50.196667194366455,40.73436705271403,26242916.666666668
2013-04-23,50.548333485921226,51.54666646321615,50.371666272481285,51.396666844685875,41.71633116404215,45540233.333333336
2013-04-24,51.5000007947286,52.06666612625122,51.361666202545166,51.81166569391886,42.05360746383667,33021050.0
2013-04-25,51.956666787465416,52.58500051498413,51.770000298817955,52.063332398732506,42.257164478302,33230416.666666668
2013-04-26,51.94166692097982,52.26500113805135,51.52833477656046,51.93500010172526,42.15474891662598,24901583.333333332
2013-04-29,52.12833229700724,52.49333190917969,51.821667194366455,52.21999979019165,42.389129956563316,21818966.666666668
2013-04-30,52.261666456858315,52.64333248138428,51.92666641871134,52.36333417892456,42.507885456085205,26406183.333333332
2013-05-01,52.21333360671997,52.27666727701823,51.15666548411051,51.323332945505776,41.65913232167562,27044383.333333332
2013-05-02,51.41833209991455,51.80166641871134,50.76000038782755,51.696666876475014,41.96941566467285,24395400.0
2013-05-03,52.33999967575073,52.753332455952965,51.89833243687948,52.10833295186361,42.313766161600746,33014366.666666668
2013-05-06,52.26666593551636,53.39333232243856,52.16333341598511,53.02833318710327,43.07230917612711,58403683.333333336
2013-05-07,53.34333419799805,53.78166691462199,52.80833371480306,53.52333482106527,43.46566645304362,51424016.666666664
2013-05-08,53.43000094095866,54.340000788370766,53.221665382385254,54.07499917348226,43.951818784077965,40834000.0
2013-05-09,54.03833405176798,54.22000010808309,53.23499949773153,53.39833196004232,43.404367764790855,33610900.0
2013-05-10,53.42500098546346,53.73833227157593,53.089999993642174,53.633334159851074,43.59745089213053,26059500.0
2013-05-13,53.304999669392906,54.06166744232178,53.071666876475014,53.846666971842446,43.765589237213135,27605316.666666668
2013-05-14,53.858333110809326,55.3683336575826,53.823333422342934,55.201667149861656,44.8826789855957,43513600.0
2013-05-15,55.07166560490926,56.165000120798744,54.98166608810425,55.94000005722046,45.47629006703695,42927466.666666664
2013-05-16,55.658332188924156,56.445001443227135,55.35500113169352,55.54166682561239,45.14749813079834,34952266.666666664
2013-05-17,55.91833337148031,56.8666664759318,55.7416672706604,56.738332430521645,46.12030871709188,33350000.0
