date,open,high,low,close,adjclose,volume
2003-04-21,100.82500076293945,101.1583350499471,98.68999894460042,99.27583344777425,64.36023314793904,5579605.0
2003-04-22,98.72249921162923,102.41166687011719,98.13999938964844,102.30749956766765,66.3186952273051,8367843.333333333
2003-04-23,102.27083206176758,103.68999989827473,101.52416896820068,103.31999937693278,66.94551881154378,8174293.333333333
2003-04-24,102.0033353169759,102.5383316675822,100.07333532969157,100.77333291371663,65.30702749888103,6983018.333333333
2003-04-25,100.78333473205566,101.00249926249187,98.40583101908366,98.89000002543132,64.1068065961202,6061628.333333333
2003-04-28,99.65750058492024,101.50583140055339,98.8175007502238,100.6483341852824,65.2404039700826,6326443.333333333
2003-04-29,101.12750053405762,102.48000017801921,99.11583360036214,100.32083288828532,65.03207317988078,7789590.0
2003-04-30,100.72500133514404,101.76999982198079,98.69583479563396,100.60916709899902,65.19990634918213,9485015.0
2003-05-01,100.2758337656657,100.6258316040039,98.31249968210857,100.1108341217041,65.08191474278767,6677848.333333333
2003-05-02,100.10750071207683,102.27250099182129,99.4233341217041,101.83583323160808,66.20330460866292,7416666.666666667
2003-05-05,101.84750048319499,102.75583203633626,100.88333320617676,101.34249782562256,65.89282131195068,7281155.0
2003-05-06,101.6941655476888,103.12333234151204,100.77083333333333,102.36499977111816,66.55624310175578,7056968.333333333
2003-05-07,101.76083374023438,103.05833180745442,100.98583126068115,102.41250165303548,66.60641892751057,7158463.333333333
2003-05-08,101.36000219980876,102.37249914805095,100.01750087738037,100.10250091552734,65.07768853505452,6948546.666666667
2003-05-09,100.2516679763794,101.10499954223633,99.04833380381267,100.1883331934611,65.13578001658122,6325130.0
2003-05-12,99.06916491190593,101.7941665649414,98.81916459401448,101.20749886830647,65.78099489212036,5845690.0
2003-05-13,101.04166666666667,101.59583314259847,99.88333352406819,100.71000130971272,65.46351019541423,5454475.0
2003-05-14,101.13916651407878,101.43999767303467,99.36749935150146,99.93583329518636,64.9703327814738,5589160.0
