date,open,high,low,close,adjclose,volume
2003-04-21,100.82500076293945,101.1583350499471,98.68999894460042,99.27583344777425,64.36024379730225,5579605.0
2003-04-22,98.72249921162923,102.41166687011719,98.13999938964844,102.30749956766765,66.31870110829671,8367843.333333333
2003-04-23,102.27083206176758,103.68999989827473,101.52416896820068,103.31999937693278,66.94553168614705,8174293.333333333
2003-04-24,102.0033353169759,102.5383316675822,100.07333532969157,100.77333291371663,65.30700747172038,6983018.333333333
2003-04-25,100.78333473205566,101.00249926249187,98.40583101908366,98.89000002543132,64.10680898030598,6061628.333333333
2003-04-28,99.65750058492024,101.50583140055339,98.8175007502238,100.6483341852824,65.24040873845418,6326443.333333333
2003-04-29,101.12750053405762,102.48000017801921,99.11583360036214,100.32083288828532,65.03208065032959,7789590.0
2003-04-30,100.72500133514404,101.76999982198079,98.69583479563396,100.60916709899902,65.19989856084187,9485015.0
2003-05-01,100.2758337656657,100.6258316040039,98.31249968210857,100.1108341217041,65.0819239616394,6677848.333333333
2003-05-02,100.10750071207683,102.27250099182129,99.4233341217041,101.83583323160808,66.20330921808879,7416666.666666667
2003-05-05,101.84750048319499,102.75583203633626,100.88333320617676,101.34249782562256,65.89280478159587,7281155.0
2003-05-06,101.6941655476888,103.12333234151204,100.77083333333333,102.36499977111816,66.556227684021,7056968.333333333
2003-05-07,101.76083374023438,103.05833180745442,100.98583126068115,102.41250165303548,66.60641431808472,7158463.333333333
2003-05-08,101.36000219980876,102.37249914805095,100.01750087738037,100.10250091552734,65.07766819000244,6948546.666666667
2003-05-09,100.2516679763794,101.10499954223633,99.04833380381267,100.1883331934611,65.13577683766682,6325130.0
2003-05-12,99.06916491190593,101.7941665649414,98.81916459401448,101.20749886830647,65.7809812227885,5845690.0
2003-05-13,101.04166666666667,101.59583314259847,99.88333352406819,100.71000130971272,65.46352926890056,5454475.0
2003-05-14,101.13916651407878,101.43999767303467,99.36749935150146,99.93583329518636,64.97032848993938,5589160.0
2003-05-15,100.36166699727376,101.3883326848348,100.03000259399414,101.28583304087321,65.85333665211995,6404630.0
2003-05-16,101.08666642506917,101.66666666666667,99.82083193461101,100.8874994913737,65.60364389419556,6382251.666666667
2003-05-19,99.97583516438802,100.56083297729492,97.99416669209798,98.3241647084554,63.935677687327065,6295056.666666667
2003-05-20,98.37249978383382,99.5850019454956,97.5783322652181,98.7591683069865,64.22654787699382,6184001.666666667
2003-05-21,98.14749876658122,99.84833335876465,97.96583525339763,99.56916777292888,64.75729703903198,5848088.333333333
2003-05-22,99.39083290100098,100.63499927520752,98.33749771118164,99.50333563486735,64.73029963175456,5776176.666666667
2003-05-23,99.41083335876465,100.67833296457927,99.20750204722087,100.22916603088379,65.20158243179321,3956613.3333333335
2003-05-27,100.1374994913737,103.20166619618733,98.78333441416423,102.9908316930135,67.00362126032512,7671498.333333333
2003-05-28,103.381667137146,106.0366662343343,102.95750109354655,104.96583239237468,68.30115842819214,8493983.333333334
2003-05-29,105.24416732788086,105.9824988047282,103.77083079020183,104.13083521525066,67.76149209340413,6867116.666666667
2003-05-30,104.26666641235352,106.32416725158691,104.1749979654948,105.26000181833903,68.50227880477905,7072046.666666667
2003-06-02,106.30166403452556,108.26749992370605,104.86749998728435,106.53583526611328,69.34160041809082,9022686.666666666
2003-06-03,106.59999974568684,108.4675022761027,106.08333333333333,108.13999970753987,70.36551284790039,7334928.333333333
2003-06-04,107.8916670481364,110.46916675567627,107.6483325958252,110.26500225067139,71.79136927922566,8874865.0
2003-06-05,109.94916566212972,112.07333532969157,109.2450024286906,111.62666702270508,72.69777504603069,7652856.666666667
